"","score","text","polarity"
"351",-1,"@AnupamPKher @KirronKherBJP @BJP4India But what was the problem of giving the answer?? If you did everything that y… https://t.co/bwOCoYEXIb","negative"
"352",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"353",0,"@KdwivediVinod @sashakt8a @nalni_gupta @Pooja09876089 @SankarB78420183 @kirtipa123231 @Omkarku81454337 @FatyachandJ… https://t.co/7xLOQVL0vW","neutral"
"354",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"355",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"356",1,"RT @AnupAgarwal9: Where is the freedom of expression gang? Where is democracy? #ISupportPriyankaSharma @BJP4India https://t.co/29CplMmPxh
#…","positive"
"357",1,"RT @prabhatisb: @ArvindKejriwal All these 'supporters' that you are profusely thanking will ensure the few voters who were in ur favour wil…","positive"
"358",0,"RT @SARVESH07895264: @IamDharmenderN @narendramodi @AmitShah @BJP4India @nsitharaman @rajnathsingh @PiyushGoyal @smritiirani @p_sahibsingh…","neutral"
"359",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"360",0,"RT @BJP4India: BJP National President Shri @AmitShah's interview on Republic Bharat at 5 pm &amp; 8 pm and Republic TV at 6:30 pm &amp; 8:30 pm. #J…","neutral"
"361",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"362",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"363",0,"@BJP4India Idiotic stand. Rather giving option how to fend off

Cong will suspend for for 5 years publically, &amp; untill election in reality","neutral"
"364",1,"RT @AnupAgarwal9: Where is the freedom of expression gang? Where is democracy? #ISupportPriyankaSharma @BJP4India https://t.co/29CplMmPxh
#…","positive"
"365",0,"VOTING TOMORROW IN DELHI

I cut short my China visit and reaching New Delhi today to VOTE FOR my constituency leade… https://t.co/QQKg2GTQvh","neutral"
"366",-1,"@ShashiTharoor @satishacharya Despairing @BJP4India digging graves, deeper and deeper atop skeletons of their own!","negative"
"367",0,"@Satynistha @HMOIndia such people should be dealt firmly with and repolling  must be demanded by @BJP4India. How ca… https://t.co/PdfXnQaiSB","neutral"
"368",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"369",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"370",1,"RT @panki24: If you work like this,
@ArvindKejriwal 
@msisodia 
Who will vote for
@BJP4Delhi @BJP4India 
Pls understand their frustration t…","positive"
"371",0,"RT @anubhavkrishna: Vote for #ops 
Vote for #Nation
वोट #पुरानी_पेंशन_के_लिए
@anilswadeshi @NeelamRathi16 @NmopsInd @aajtak @News18India @a…","neutral"
"372",0,"RT @SandorN93227095: @BJP4India The past is Europe;

the present is U.S. and China;

the future is India.","neutral"
"373",-1,"RT @Prof_Hariom: Latest from #Karnataka 

#Gowda Government in danger

#Congress on the verge of extinction

"" @RahulGandhi 's 20 MLAs
 cou…","negative"
"374",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"375",0,"@DrTamilisaiBJP @Imamofpeace @BJP4India @NamoApp @narendramodi_in @PMOIndia No media can compete with NYTimes,model… https://t.co/FATYoKm0tY","neutral"
"376",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia There is no BJP cand… https://t.co/8syTZE55y5","neutral"
"377",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"378",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"379",-1,"RT @GitaSKapoor: Monkey man Sam Pitroda justifying Sikh genocide of 1984. Says #HuaTohHua shame on the @INCIndia supporting Sikhs who have…","negative"
"380",0,"RT @PrakashJavdekar: .@RahulGandhi and @INCIndia, will you now at least believe Italian journalist Francesca Marino's testimony that about…","neutral"
"381",0,"Still can't figure it out. Why it's always @AamAadmiParty or the person related to @AamAadmiParty . The slapeget of… https://t.co/20J0vLHwkt","neutral"
"382",0,"@BJP4India 15 years he has been a MP, why did this not come up? Instead of talking of Vikas, black money, 10 crore… https://t.co/SLg6iK8KIH","neutral"
"383",-1,"License curse of indian economy till 1991.@incindia 
Reform of Indian economy @Narsimharao
Make in India a developi… https://t.co/bvERhxsute","negative"
"384",0,"RT @raju: In which @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform | via @Time https://t…","neutral"
"385",0,"@Arun2981 @Mayavi101 @AltNews @RSSorg links? And @BJP4India blames congress?","neutral"
"386",0,"RT @AmitAgal: @RemovArticle370 @BJP4India #bringbackTrueIndology this is shameful of bjp. You guys are not helping","neutral"
"387",-1,"Divider in chief for :
1. Terror camps in Paki. 
2. Loots by earlier government.
3. Chinese plan of terror support.… https://t.co/fKoXOuzIxT","negative"
"388",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"389",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"390",2,"RT @a_vinash__: Finally PM @narendramodi internationally recognized. 
Kudos to @BJP4India for their immense support in making of Divider In…","positive"
"391",0,"@kpmaurya1 @BJP4India Modi for
Vot","neutral"
"392",0,"RT @Dayweekaa: Yesterday PM Modi in his interview to Zee explained his policy vis-á-vis Pakistan sponsored terrorism.

Can we expect such c…","neutral"
"393",2,"Finally PM @narendramodi internationally recognized. 
Kudos to @BJP4India for their immense support in making of Di… https://t.co/iD1H4Xof8x","positive"
"394",0,"Sir ⁦@PMOIndia⁩ Gujarat 2002 was also horrendus GENOCIDE pogrom which happened under your tenure as CM &amp; you FAILED… https://t.co/RY6KU4XdHr","neutral"
"395",0,"@p_sahibsingh @BJP4Delhi @BJP4India @narendramodi @AmitShah What you done in last 5 year for my area? We are still facing sewage problem.","neutral"
"396",1,"@BJP4India right ...ACB ko to Nehru ne hi hata diya tha Delhi Govt se.","positive"
"397",0,"@vikrameffects @ArunRaofinswim @PreetiSMenon @Simi_Garewal @GautamGambhir @BJP4India @AtishiAAP @narendramodi She o… https://t.co/4ia29pEqWW","neutral"
"398",-1,"RT @adeshjain8: The dirty tricks deptt of @AamAadmiParty is as good or as bad as of @BJP4India @AtishiAAP @GautamGambhir . Even i personall…","negative"
"399",0,"@rohini_sgh Love him talking.His hedged beard and moustache hairs don’t filter the words out of his mouth.Let him t… https://t.co/RtJkXiJbRg","neutral"
"400",2,"@Saqlain_Shahidi @BJP4India You have merit worth reply. And if you are here you will get reply/ies","positive"
"401",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"402",0,"@Saqlain_Shahidi @BJP4India .@Saqlain_Shahidi I know why you can’t bear this.This is open platform and called socia… https://t.co/w6HylWnezi","neutral"
"403",1,"@RavinarIN @BJP4India @republic Yes he is actually an asset for us.He indirectly and unknowingly is helping us.","positive"
"404",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"405",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"406",-1,"The dirty tricks deptt of @AamAadmiParty is as good or as bad as of @BJP4India @AtishiAAP @GautamGambhir . Even i p… https://t.co/wyRmip0Y0O","negative"
"407",1,"RT @AnupAgarwal9: Where is the freedom of expression gang? Where is democracy? #ISupportPriyankaSharma @BJP4India https://t.co/29CplMmPxh
#…","positive"
"408",1,"It's new India, so new India should appreciate Indian scientific developments and justify their innovators… https://t.co/N7iBGcVVZv","positive"
"409",0,"RT @KDhavlikar: We are making active efforts to resolve the issue. The #BJP alone will resolve the issue, as our leadership is committed to…","neutral"
"410",0,"RT @madhukishwar: Surprising that SM warriors of @BJP4India have not come out strongly in defence of @TrueIndology .If this hounding took p…","neutral"
"411",-1,"1984 Sikh killings was not a ""riot"" but was pre-planned murder by @INCIndia , Kamalnath, Jagdish Titler and yes… https://t.co/fXSbxRQHLM","negative"
"412",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Chaacha try something else","neutral"
"413",0,"RT @GoaFront: For how long the locals of Goa will deal with the question of their survival?
#RestartGoamining #savegoamining #GoaMining 
@M…","neutral"
"414",-1,"RT @ashubhati19: Government waiting for #SupremeCourt judgement on #GoaMining issue which is planned on April 15. #RestartGoaMining @PMOInd…","negative"
"415",0,"Hindus living in 5aab owe an apology to द Sikh community due to Cong sponsored mass killings after Indira’s death.W… https://t.co/MVEecNnc99","neutral"
"416",-1,"RT @GoaFront: Mining is our occupation, mining is our bread and it is injustice that we dread.
#RestartGoaMining
#GoaMining
#savegoamining…","negative"
"417",0,"RT @cpimlliberation: URGENT/ A campaign vehicle of Com. @RajuYadav_CPIML was attacked this evng by @BJP4India goons at Nawadaben village, A…","neutral"
"418",-1,"Bribes by @BJP4India in LEH to Media. What a shame @dhruv_rathee @ndtv
@newsclickin @abhisar_sharma @ravishndtv
https://t.co/xG87m2cILq","negative"
"419",0,"Sir ⁦@PMOIndia⁩ Gujarat2002 was also horrendus GENOCIDE pogrom which happened under your tenure as CM &amp; you FAILED… https://t.co/mRG2o7AmLH","neutral"
"420",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"421",0,"@BJP4India 100 % Right ...","neutral"
"422",0,"@KarthikThiru126 @narendramodi @AmitShah @BJP4India @CTRavi_BJP @blsanthosh @BJP4TamilNadu But how is that an elect… https://t.co/meBv6xZKGA","neutral"
"423",0,"@mohd_asif @IndianExpress @BJP4India I guess Alwar is in Rajasthan and The state is ruled by CONgress party hence w… https://t.co/ZnT3Xd8CZE","neutral"
"424",0,"RT @YashwantRaut19: Hundreds of #GoaMining dependent’s to sit for dharna from 9th to 11th April at Delhi demanding early resumption of Goa…","neutral"
"425",0,"@Tina90702836 @jehanzeb_zafar @shail292k6 @NewShiningIndia @ctex108 @TIME @BJP4India Don't you think if Muslims are… https://t.co/23rJhzX8cL","neutral"
"426",0,"RT @GoaFront: Your voice can become the strength of Goa mining dependents.
#RestartGoaMining #GoaMining #savegoamining 
@rajnathsingh @nare…","neutral"
"427",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"428",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"429",0,"RT @RoseFer_2456: @suhelnarvekar @BJP4India @narendramodi @AmitShah @rajnathsingh @nitin_gadkari @smritiirani @Dev_Fadnavis @PMOIndia @GoaF…","neutral"
"430",0,"RT @DeoditaRod20: @suhelnarvekar @narendramodi @GoaFront @DrPramodPSawant @NSawaikar @shripadynaik @TendulkarBJP @BJP4Goa @BJP4India @PMOIn…","neutral"
"431",1,"RT @KDhavlikar: #GoaMining dependents will continue to fight till protection is given to their livelihood by #RestartGoaMining. @PMOIndia @…","positive"
"432",-1,"RT @Supriya90534058: #GoaMining dependents wind up sit-in protest at Jantar Mantar @PMOIndia @goacm @AmitShah #RestartGoaMining @BJP4India…","negative"
"433",1,"@BJP4India The fact is BJP is not asking vote on its achievements in last 5years.","positive"
"434",0,"RT @Mithilesh4018: #GoaMining  ban on Goa mining has resulted a large unemployment in the  mining belt area  as well badly affect on ancill…","neutral"
"435",0,"RT @William64272214: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITI…","neutral"
"436",0,"RT @suhelnarvekar: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITIAa…","neutral"
"437",0,"RT @PrakashJavdekar: Even Punjab CM @capt_amarinder has admitted that H.K.L Bhaghat, Arjun Das, Lalit Maken, Sajjan Kumar &amp; one minister, p…","neutral"
"438",0,"RT @UjwalaSawant3: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITIAa…","neutral"
"439",0,"RT @parinee97735440: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITI…","neutral"
"440",0,"RT @parinee97735440: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITI…","neutral"
"441",0,"@SaritaSapphire @irobertvadra @rssurjewala @INCIndia @RahulGandhi @priyankagandhi @narendramodi @AmitShah @BJP4India To whom ?","neutral"
"442",0,"RT @CydaliaR: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITIAayog I…","neutral"
"443",-1,"RT @ashubhati19: 3 day protest at Jantar Mantar #Delhi ends, #GoaMning dependents to wait till April 15 for #SupremeCourt decision on #Rest…","negative"
"444",0,"RT @Sandhya054: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITIAayog…","neutral"
"445",1,"BJP just does not promise but delivers promptly. Look at the number of AIIMS in the country; look at the transporta… https://t.co/9raQSVXZeZ","positive"
"446",1,"RT @Supriya90534058: Government trying their best for #RestarGoaMining says Sanvordem Sarpanch Sandip Pawaskar. #GoaMining @PMOIndia @goacm…","positive"
"447",0,"@negihimanshu321 @BJP4India @smritiirani @AmitShah Clean chit 🤣","neutral"
"448",0,"RT @Shrikan04678032: Sir in New India How long the #GoaMining dependents waiting for his justice?It is question for our family survival.…","neutral"
"449",0,"RT @YashwantRaut19: Mining sector in Goa pitches for early resumption of #GoaMining stating that it is not just economy of Goa that depends…","neutral"
"450",0,"RT @YashwantRaut19: 3 lakh #GoaMining dependents waiting for upcoming hearing which is scheduled on April 15 #RestartGoaMining @PMOIndia @n…","neutral"
"451",1,"RT @YashwantRaut19: #GoaMining has provided trigger to boost the local economy of the Mining talukas.#RestartGoaMining @PMOIndia @narendram…","positive"
"452",0,"RT @suhelnarvekar: Resume #GoaMining Activities. 
#RestartGoaMining 
@narendramodi @goacm @GoaFront @BJP4India @BJP4Goa @Indiamining @Mines…","neutral"
"453",0,"RT @madhukishwar: Surprising that SM warriors of @BJP4India have not come out strongly in defence of @TrueIndology .If this hounding took p…","neutral"
"454",0,"@AmarUjalaNews @drharshvardhan @pankajgupta @INCIndia @AAPDelhi @AamAadmiParty @BJP4India Vote for Dr Harsh Vardhan… https://t.co/m3sbegb8sk","neutral"
"455",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"456",0,"@avinash_giriujj @BJP4India That's y pulwama happened","neutral"
"457",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"458",0,"RT @AnandDubeygkp: @Indiamining @BJP4India @BJP4Goa @goacm @narendramodi @GoaFront @nstomar @makeinindia @mygovindia @MinesMinIndia @NITIAa…","neutral"
"459",0,"Murderers of democracy. Who? @INCIndia @MamataOfficial @ReallySwara @SitaramYechury @BJP4India https://t.co/KqmIM0Pf9e","neutral"
"460",0,"RT @UjwalaSawant3: @Indiamining @BJP4India @BJP4Goa @mygovindia @narendramodi @goacm @nstomar @GoaFront @NITIAayog @AmitShah Please... Save…","neutral"
"461",0,"@BJP4India Bad congresh","neutral"
"462",0,"RT @SwamiGeetika: @RahulGandhi More arrogance you and your congress men show, more resolute people of India will become to make BJP VICTORI…","neutral"
"463",0,"RT @KDhavlikar: #GoaMining case hearing likely to get delayed, says CM @DrPramodPSawant 
@BJP4India @goacm @PMOIndia @AmitShah @GoaFront @n…","neutral"
"464",0,"RT @Supriya90534058: I can very well understand what difficulties are faced by people dependent on #GoaMining industry, when it is shut dow…","neutral"
"465",2,"RT @DrTamilisaiBJP: Thank you @Imamofpeace  for your correct views on our visionary PM taking india on the path of development.Feel elated…","positive"
"466",0,"RT @ashubhati19: @GoaFront @goacm @DrPramodPSawant @BJP4Goa @BJP4India @PMOIndia @AmitShah @nstomar #RestartGoaMining and save livelihood o…","neutral"
"467",0,"RT @KDhavlikar: The #SupremeCourt order directly cancelling #GoaMining leases was too stringent &amp; didn’t take into regard the colossal loss…","neutral"
"468",0,"RT @HemantP57063386: Same alligations &amp; different methods of investigation. @BJP4India @INCIndia @RSSorg @toi @PTI_News @dna @abpnewstv @UN…","neutral"
"469",0,"@kpmaurya1 @Gen_VKSingh @BJP4India @BJP4UP Happy birthday","neutral"
"470",0,"@ahmedalifayyaz @BJP4India U don't seem to be a journalist... U r a Twitter journalist... This procession is in kha… https://t.co/pYyelIJhHc","neutral"
"471",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"472",0,"RT @Afrina_123: Due to #GoaMining many businesses flourished in the past 
#GoaMining depends are fighting since one year now for their live…","neutral"
"473",0,"RT @RiaRevealed: Can @BJP4India stop dwelling in the past..?? We aren't in the 70's or 80's.. We are in 2019 Mr @narendramodi rather than t…","neutral"
"474",0,"@shail292k6 @NewShiningIndia @ctex108 @TIME @BJP4India The author is son of an Indian journalist who is a Modi supporter.","neutral"
"475",-1,"@NewShiningIndia @ctex108 @TIME @BJP4India Look a fake chaukidar is talking abt moral and ethics.

U hv heard PM sp… https://t.co/BU7nPqH5vT","negative"
"476",0,"@SreenivasanJain @rohini_sgh @arvindgunasekar Once politicians try to involve military in politics,  it has to be h… https://t.co/dFKpd96OXA","neutral"
"477",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"478",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"479",-2,"RT @BJP4India: Sadhvi Pragya Singh Thakur’s candidature from the BJP, is a satyagraha against the fake Hindu terror theory.

Read Shri @Ami…","negative"
"480",0,"RT @suhelnarvekar: @GoaFront @sureshpprabhu @PMOIndia @nitin_gadkari @rsprasad @AmitShahOffice @TendulkarBJP @DrPramodSawant2 @girishgoa @B…","neutral"
"481",0,"RT @UjwalaSawant3: @GoaFront @sureshpprabhu @PMOIndia @nitin_gadkari @rsprasad @AmitShahOffice @TendulkarBJP @DrPramodSawant2 @girishgoa @B…","neutral"
"482",0,"RT @GoaFront: Solution to #GoaMining woes after BJP returns to power:@sureshpprabhu 
#RestartGoaMining @PMOIndia @nitin_gadkari @rsprasad @…","neutral"
"483",0,"RT @ClifaA: @GoaFront @sureshpprabhu @PMOIndia @nitin_gadkari @rsprasad @AmitShahOffice @TendulkarBJP @DrPramodSawant2 @girishgoa @BJP4Goa…","neutral"
"484",0,"RT @ClifaA: @UjwalaSawant3 @goanvarta @sureshpprabhu @BJP4Goa @BJP4India @goacm @GoaFront @Indiamining @VijaiSardesai @BabuAjgaonkar @naren…","neutral"
"485",1,"RT @UjwalaSawant3: Anger &amp; Frustration against BJP, but Congress fails to inspire confidence #GoaMining @GaureeM_TOI #RestartGoaMining #Saw…","positive"
"486",-1,"RT @moneycontrolcom: Union Commerce Minister @sureshpprabhu assured the @BJP4India will find a solution to the current crisis faced by Goa'…","negative"
"487",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Yes, start the EVM bogey now. It should l… https://t.co/XItOd2KLjt","neutral"
"488",0,"RT @ClifaA: @moneycontrolcom @UjwalaSawant3 @sureshpprabhu @BJP4India #GoaMining dependents demand #RestartGoaMining","neutral"
"489",0,"RT @ashubhati19: Over the past year, several mining companies have retrenched workers, retaining only a skeletal workforce. #RestartGoaMini…","neutral"
"490",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"491",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"492",-2,"RT @ashubhati19: The post mining phase has seen a decline in the monthly income thereby a decline in the monthly expenditure and saving. #R…","negative"
"493",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"494",0,"RT @suhelnarvekar: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygovin…","neutral"
"495",-1,"Ithuku neenga vetka padanum mithroon @narendramodi
@GautamGambhir I feel ashamed to have @narendramodi as my PM.… https://t.co/uP5RVYErbV","negative"
"496",0,"RT @UjwalaSawant3: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygovin…","neutral"
"497",0,"RT @William64272214: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygov…","neutral"
"498",-2,"RT @KDhavlikar: The #GoaMining dependents had to suffer innumerable issues and therefore government should take concrete steps to #RestartG…","negative"
"499",0,"RT @parinee97735440: It has been over a year since mining operations were halted after a Supreme Court order, but for these mining hit, it…","neutral"
"500",2,"@nstomar @BJP4India @BJP4MP @BJPLive @narendramodi best of luck Sir jii","positive"
"501",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"502",0,"RT @suhelnarvekar: Mining can start if Centre amends Mining and Mineral Development and Regulation Act. #GoaMining #RestartGoaMining @PMOIn…","neutral"
"503",0,"#DividerInChief @narendramodi : International Media. (Real) 
#DeshKiShaanModi @narendramodi :National Biased Media.… https://t.co/6lqwh3BO4n","neutral"
"504",0,"RT @cpimlliberation: URGENT/ A campaign vehicle of Com. @RajuYadav_CPIML was attacked this evng by @BJP4India goons at Nawadaben village, A…","neutral"
"505",1,"RT @priyaS84384222: #GoaMining has provided trigger to boost the local economy of the mining talukas. #RestartGoaMining @goacm @PMOIndia @n…","positive"
"506",0,"RT @Afrina_123: Over the past year, several mining companies have retrenched workers, retaining only a skeletal workforce.#GoaMining #Resta…","neutral"
"507",1,"RT @KDhavlikar: Iron ore and steel industry is one of the basic industries of the country and plays an important role in strengthening the…","positive"
"508",0,"RT @Afrina_123: Mining yields our economy a big capital and involves the use of the country's resources. Goa's economy is dependent on mini…","neutral"
"509",-1,"RT @Indiamining: Sudden discontinuance of mining operations in #Goa created a huge loss to the mineral sector as a whole and there is a nee…","negative"
"510",0,"@mohd_asif @IndianExpress @BJP4India Par Rajasthan me to @INCIndia ki govt. h na?😯","neutral"
"511",0,"RT @ClifaA: @Indiamining @ficci_india @NITIAayog @BJP4Goa @goacm @BJP4India @PMOIndia @mygovindia #RestartGoaMining save Livelihood #GoaMin…","neutral"
"512",0,"@AkshayVandure1 @hd_kumaraswamy @CTRavi_BJP @ShobhaBJP @BJP4Karnataka @BJPKarITCell @Tejasvi_Surya @Preetham_BJP… https://t.co/Ip442Shxs9","neutral"
"513",0,"It is now officially stated position of @BJP4India that #SikhGenocide1984 was indeed a #Genocide; let’s see how lon… https://t.co/pYflcVepsh","neutral"
"514",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"515",0,"RT @Afrina_123: Can you think of a company or occupation that doesn't use the minerals that are mined? #GoaMining #RestartGoaMining 
 @PMOI…","neutral"
"516",0,"@mohd_asif @IndianExpress @BJP4India Mohamed Miyan Rajasthan is ruled by Congress","neutral"
"517",0,"RT @Indiamining: Governments intervention is requested for an early resumption of #GoaMining operations as the situation at the ground is a…","neutral"
"518",1,"RT @ashubhati19: Government has to think of the quickest way to end the situation prevailing in #Goa with a view to improve the condition o…","positive"
"519",0,"@zafarsareshwala @indiatvnews @journosaurav @INCIndia @BJP4India I fully agree. The @inc has always used Muslims as… https://t.co/JP66Fmc8ne","neutral"
"520",-2,"RT @AmarSinghTweets: I was part of a delegation that went to Mumbai after 26/11 terror attack. The entire city was devastated nothing happe…","negative"
"521",0,"RT @UjwalaSawant3: Great... Now let's Amend MMDR Act for resumption of #GoaMining Operations.
@BJP4India @BJP4Goa @DrPramodPSawant https://…","neutral"
"522",0,"@sangeetasingh77 @AudaciousQuest @tufailelif @BJP4India @RahulGandhi @SaffronJay That's what I also suggested!","neutral"
"523",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"524",0,"RT @anujarunsankaw: Hope this assurance also doesn't turn out to be false as other fake assurances given by @BJP4India govt regarding #GoaM…","neutral"
"525",0,"@republic Bola tho Bola ... Jan bujhke, Bol ne ke bath, ... Mafi for what? Hua tho  Hua ... meaning Congress is inv… https://t.co/ZynjvVI9H2","neutral"
"526",0,"@shaziailmi @BJP4India Mrs. Marlena is fighting her last election. After she loose this one, no one will trust her ever..","neutral"
"527",0,"Bola tho Bola ... Jan bujhke, Bol ne ke bath, ... Mafi for what? Hua tho Hua ... meaning Congress is involved, so w… https://t.co/88NqHSUREp","neutral"
"528",0,"RT @thewire_in: While it is yet to be established who authored the pamphlet against @AtishiAAP, the language the pamphlet uses resonates wi…","neutral"
"529",0,"@ssbawa1 @AudaciousQuest @tufailelif @BJP4India @RahulGandhi @SaffronJay Just the thought of having an education mi… https://t.co/oyWPPShpjt","neutral"
"530",0,"Could Arithmetic Force Modi And Rahul To Team Up? https://t.co/vRCRWYe5hH @narendramodi @BJP4India @RahulGandhi","neutral"
"531",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"532",0,"RT @ClifaA: @UjwalaSawant3 @narendramodi @DrPramodPSawant @BJP4Goa @BJP4India @rashtrapatibhvn @smritiirani @Dev_Fadnavis @rajnathsingh we…","neutral"
"533",0,"Strong words from Congress President Rahul Gandhi  on Sam Pitroda comment. Sam Patroda should apologise for it. *Do… https://t.co/tKFzDe7gOU","neutral"
"534",0,"@Khaleeqrahman @indiatvnews @journosaurav It was said in the context even if the @INCIndia forms the government the… https://t.co/2KNeUMy9uP","neutral"
"535",-1,"@srivatsayb This time people will shown them their anger through votes. @BJP4India","negative"
"536",0,"RT @JavedAliJamada1: @Indiamining @narendramodi @mygovindia @rashtrapatibhvn @BJP4India @INCIndia We are heading to Delhi. Restart #GoaMini…","neutral"
"537",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
