"","score","text","polarity"
"508",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"509",0,"(1/2) Why would TIME magazine release this now when nearly 90% of elections r done? Taseer's father is a Pak Muslim… https://t.co/DxMV2G5MZP","neutral"
"510",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"511",-1,"RT @surnell: Oye @sampitroda Liar was bluffing all along. Perils of spending too much time with liar @RahulGandhi

The story of India’s tel…","negative"
"512",1,"@ankit47224496 @vrbonam @INCIndia @RahulGandhi @sampitroda I agree Ankit ji 🙏 Before Indira, there were some good l… https://t.co/PCrSiFIQt5","positive"
"513",1,"@RahulGandhi Dear Mr Rahul Gandhi, please correct the spelling of pressure and then talk about 2019 PM Mr. Modi. Thank you.. 😁😁😁","positive"
"514",0,"RT @MarleyYadaV: @RahulGandhi Without comments https://t.co/P1WYbnbkFm","neutral"
"515",0,"RT @maanuraajan1: Do you have some brains ?Mr @Swamy39 has already got the relevant documents which shows that @RahulGandhi is a British Ci…","neutral"
"516",0,"@INCIndia @RahulGandhi @htTweets Stop day dreaming","neutral"
"517",0,"Great response to the Qs.. @RahulGandhi you've come a long way from your 1st interview with that Manoranjan Goswami… https://t.co/QFIla294su","neutral"
"518",0,"#https://youtu.be/gbXzrbeheQ4
@RahulGandhi @PMOIndia","neutral"
"519",0,"@INCIndia @RahulGandhi First learn the statistics","neutral"
"520",0,"RT @Mane_9175408750: #AskSudhirMungantiwar
Please,restore the old pension to all govt.servents who appointed after 1 April 2004

#noPension…","neutral"
"521",0,"RT @Supriya23bh: Mr @RahulGandhi: Ex PM Dr Manmohan Singhji has apologised. My mother,Sonia Gandhiji has apologised. We all hv made our pos…","neutral"
"522",0,"@RahulGandhi Mr. Modi is making sure that you can get this time less than 44 seats making sure that you congress se… https://t.co/RS4KGJ6SLM","neutral"
"523",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"524",-2,"@bsesdelhi Do not give me new complaint number on my mobile 19051100250 at 5.07 am.

I already have complaint no 19… https://t.co/ejma5Ko1Xu","negative"
"525",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"526",0,"@vishkanyaaaa @RahulGandhi Then what were you doing there?","neutral"
"527",0,"RT @Daseemkumar: When someone like #SamPitroda become ur mentor in politics then there is no doubt that the product obtained will be #Rahul…","neutral"
"528",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"529",-1,"RT @officeofssbadal: What a shame that @capt_amarinder did not demand @sampitroda's  removal from post of @RahulGandhi 's principal advisor…","negative"
"530",-1,"@INCIndia @RahulGandhi Very funny remarks. Why your slogan had not changed in 70 years","negative"
"531",0,"RT @Rajeevit07: #NpsGoBack only #ops @vijaykbandhu @ZeeNewsHindi @RahulGandhi @narendramodi @PMOIndia @dna @dna @ndtvindia @NmopsInd https:…","neutral"
"532",-1,"@timesofindia @RahulGandhi Why so freakin partial to @narendramodi ji? I hate Gandhi pariwar even more! I don't wan… https://t.co/6Gz1LplXAk","negative"
"533",0,"RT @dksingh73: Sam Pitroda owes everyone an apology for his nonsensical remarks about 1984 anti-Sikh riots, Congress president @RahulGandhi…","neutral"
"534",0,"@DesiStupides @RahulGandhi Karanji.....PM is only Narendra and congress president is Shree.  Salute to your journalism.","neutral"
"535",0,"@RahulGandhi Why don’t you give an interview to Mr Arnab? Why are you so intolerant? You should treat all media the same.","neutral"
"536",0,"@BhaavnaArora 😂😂😂 Now just realised why #RahulGandhi keeps saying @narendramodi mere pyaar se darte hai.","neutral"
"537",-1,"@INCIndia @RahulGandhi If bjp loose i sell all aloo","negative"
"538",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"539",0,"@RahulGandhi Has national herald taken over HT you your mother and jija are out on bail come the 23rd you all will be in jail.","neutral"
"540",0,"Quality of a good and No nonsense leader @RahulGandhi                               https://t.co/CL2jmVVbL6","neutral"
"541",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"542",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"543",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"544",-1,"RT @officeofssbadal: What a shame that @capt_amarinder did not demand @sampitroda's  removal from post of @RahulGandhi 's principal advisor…","negative"
"545",0,"After 23rd the biggest political opportunity is reviving the Congress party. Time for the internal revolution to be… https://t.co/kC0ek4GAxt","neutral"
"546",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"547",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"548",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"549",-1,"RT @Prof_Hariom: Latest from #Karnataka 

#Gowda Government in danger

#Congress on the verge of extinction

"" @RahulGandhi 's 20 MLAs
 cou…","negative"
"550",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"551",0,"RT @htTweets: #HTExclusive | In an exclusive interview with HT's @sunetrac, Congress President @RahulGandhi responds to PM Modi’s comment t…","neutral"
"552",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"553",-1,"@paree7861 @RahulGandhi Better know the history first......then you will know  about womanizer Nehru","negative"
"554",0,"@SandipGhose @sampitroda @RahulGandhi @rashtrapatibhvn @CitiznMukherjee Rahul refers to apologies from Rajiv and So… https://t.co/WVWnrmrYd3","neutral"
"555",2,"@RahulGandhi You and congress had obsession with Modiji from his CM days as you were pretty sure one day he will be… https://t.co/cBKG7NUOsU","positive"
"556",0,"@RahulGandhi Modi Ji will win!","neutral"
"557",1,"@pokershash @RahulGandhi Narsimha Roa was made PM

The Cong family broke- strong infighting- any one remembers Shar… https://t.co/eO5GaiV3ke","positive"
"558",0,"RT @PrakashJavdekar: .@RahulGandhi and @INCIndia, will you now at least believe Italian journalist Francesca Marino's testimony that about…","neutral"
"559",0,"@rupasubramanya @sampitroda @RahulGandhi What she means is “hire me please”","neutral"
"560",0,"RT @maanuraajan1: Do you have some brains ?Mr @Swamy39 has already got the relevant documents which shows that @RahulGandhi is a British Ci…","neutral"
"561",-2,"@RahulGandhi # 1984 Genocide. Your apology. God forbidding if someone massacres Gandhi family and apologizes would… https://t.co/RwAAiU9GYp","negative"
"562",0,"@RahulGandhi Prink media... 
Where r u live pappu....","neutral"
"563",1,"@shilpamdas @SumanSh58123278 Nehru was a Tharki (Womanizer) and the Indians know it quite well @RahulGandhi @INCIndia","positive"
"564",0,"RT @HebuleLaxman: @ChautheVinayak @narendramodi @RahulGandhi @Aamitabh2 @PiyushGoyal @yadavakhilesh @aajtak @ndtvindia @Mayawati @BBCHindi…","neutral"
"565",-1,"@RahulGandhi Please in the mirror see your face a drug addict","negative"
"566",1,"RT @NPDay: Exclusive: Don’t appreciate this nonsense, says @RahulGandhi of @sampitroda 1984 Sikh riots remark. Gandhi said he will personal…","positive"
"567",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"568",-1,"RT @officeofssbadal: What a shame that @capt_amarinder did not demand @sampitroda's  removal from post of @RahulGandhi 's principal advisor…","negative"
"569",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"570",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"571",0,"RT @akashbhardw: My question to @RahulGandhi,@INCIndia now what is your stand on ramsetu for which you file a petition in 2007 in SC,to dem…","neutral"
"572",-1,"RT @Shehzad_Ind: No wishes from Janeudhari Shiv Bhakt &amp; chunavi Hindu @RahulGandhi on #AkshayaTritiya &amp; #ParshuramJayanti 

No problem its…","negative"
"573",1,"@RahulGandhi Even I can also write a page full of polished English and Hindi interviews, can u share an uncut video of this interview??","positive"
"574",1,"RT @DEEPLY_DEEPL: @GAUAHAR_KHAN @RahulGandhi Ramadan Mubarak to all my Muslims brothers &amp; sisters. God is one ☝️ so let’s all respect each…","positive"
"575",0,"RT @BekahMatz: My #FF list! I can’t possibly fit everyone, so here it is. A few repeats cause they’re just that awesome!:

@dreamgirlBA 
@A…","neutral"
"576",1,"RT @DEEPLY_DEEPL: @GAUAHAR_KHAN @RahulGandhi Ramadan Mubarak to all my Muslims brothers &amp; sisters. God is one ☝️ so let’s all respect each…","positive"
"577",1,"We love the videos https://t.co/hDui4KBYTr","positive"
"578",0,"RT @Shehzad_Ind: Have solid proof of @RahulGandhi 's closest aides fixing the investigations into the biggest scam of India- it will prove…","neutral"
"579",2,"@RahulGandhi Not countering narrative of Nationalism &amp; a strong leader with decisive leadership, is going to cost u… https://t.co/UEJ8KiPjW3","positive"
"580",-2,"@RahulGandhi
You and your Guru, stupid #Pitroda both are buffoons. Cong will never be able erase this Crime against… https://t.co/i00aP7XCnk","negative"
"581",1,"#HuaToHua 
@RahulGandhi  pappu free advice..Fire #SamPitroda 
#SamInsultsSikhs   he is of no use to congress...","positive"
"582",0,"RT @calamur: ""I don’t think about my father, grandmother or great-grandfather as much as Mr Modi does. ""
@RahulGandhi 
https://t.co/iTiJ9ol…","neutral"
"583",2,"Mr. @RahulGandhi reads a perfectly normal and fine politician in this Exclusive with @sunetrac for the @htTweets So… https://t.co/eRCPQQIfTF","positive"
"584",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"585",0,"RT @DrGPradhan: Island booked for PM

Can @RahulGandhi tell ppl if Navy was his father personal property and the choppers &amp; Ships were his…","neutral"
"586",0,"@Libertarian196 @INCIndia @RahulGandhi Damage has been done sir","neutral"
"587",0,"RT @nagma_morarji: Bihar has already decided against the opportunist unholy allies ModiJi &amp;NitishJi.They will draw the curtain on their dra…","neutral"
"588",0,"RT @RahulGandhi: Across India, it’s not just young people who are coming out in large numbers to vote for NYAY; older more experienced vote…","neutral"
"589",0,"RT @Dayweekaa: Yesterday PM Modi in his interview to Zee explained his policy vis-á-vis Pakistan sponsored terrorism.

Can we expect such c…","neutral"
"590",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Geeta Colony, Delhi. #AbHogaNyay https://t.co/EhKe29zk1q","neutral"
"591",0,"RT @AshishSinghLIVE: 'Desh Seva' in blood of @RahulGandhi &amp; @priyankagandhi , I have Not done anything wrong, Courts have given judgments i…","neutral"
"592",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"593",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"594",0,"RT @jos_tam: @Xs2partner @dksardana @RahulGandhi @INCIndia @Prof_Hariom Not only Sikhs, #HuaToHua has hurt entire nation like their saffron…","neutral"
"595",0,"@ANI It seems ""Chokidar Chor Hai"" slogan failed and thus the slogan, "" Made in _________"" is back.

Very nice decis… https://t.co/1cioJnMXWR","neutral"
"596",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"597",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"598",0,"RT @IndusEyes: @vivekagnihotri @divyaspandana @RahulGandhi @priyankagandhi @INCIndia &amp; #Pidis must be very careful while defaming #Modi.

T…","neutral"
"599",0,"RT @yogita_singh13: School of right wing is now going to it’s worst thinking and theory . 

#गाली_पे_गाली

@yadavakhilesh @ArvindKejriwal @…","neutral"
"600",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"601",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"602",0,"RT @beindiya: BBC News | Narendra Modi 'allowed' Gujarat 2002 anti-Muslim riots - https://t.co/0WVz6XguuG CAN MODI or BJP answer about this…","neutral"
"603",0,"RT @rssurjewala: ""...Mr Modi has been outmaneuvered, outflanked and cut down, as far as the present and the future are concerned. So where…","neutral"
"604",0,"@DickDarryl @TimesNow @iSamiakapoor @RahulGandhi @manm0hansingh @AnthonySald @rajarajeevkumar @KPadmaRani1… https://t.co/I8ZY8CaXLe","neutral"
"605",2,"@RahulGandhi very mature of you to openly condemn @sampitroda ‘s statement, it’s good to see you stand up for what… https://t.co/VMzUooKi1m","positive"
"606",-2,"@RahulGandhi #1984 Genocidal. Your Apology. God forbidding if someone massacres all members of Gandhi family and ap… https://t.co/BifRu6YN3h","negative"
"607",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"608",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"609",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"610",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"611",0,"RT @VinodYa12843472: #NpsGoBack #ops 
NPS = National Programme for Scarcity...
Why do you call it pension?
@RahulGandhi @ArvindKejriwal @Ma…","neutral"
"612",1,"@RahulGandhi Hi
India is in need of a young and dynamic PM. 

You have to solve people problems,  India is in dange… https://t.co/fqjqpMvq9H","positive"
"613",0,"@HardikPatel_ @RahulGandhi @OfficeOfKNath @sherryontopp @ashokgehlot51 @priyankagandhi @JM_Scindia @ahmedpatel… https://t.co/6pMLIdofAR","neutral"
"614",0,"@RahulGandhi Not interested 😜","neutral"
"615",-1,"@ANI @RahulGandhi crocodile tears 😭  talking big of pain &amp; punishment while making accused Sajjan Kimar Minister &amp;… https://t.co/SAD4Datk71","negative"
"616",0,"RT @SeverineRai2: Mr. Bikal Rai has invented this ROBOTIC FIREFIGHTER with the help of his colleague students of Advance Technical Training…","neutral"
"617",-1,"@RahulGandhi Modi not only this whole nation is be fooled by your dynasty and when truth comes you all start to cry… https://t.co/VhxvWyE2Xh","negative"
"618",0,"RT @INCMumbai: Initially, PM Modi talked about Make in India, then Startup India, then Stand-Up India and finally he ended on pakodas. 

I…","neutral"
"619",2,"RT @AshaKumariINC: The support for @INCIndia President Sh.@RahulGandhi's leadership was at an exemplary display today during his rally in C…","positive"
"620",0,"@iPrabhakarSingP @RahulGandhi Yes sir","neutral"
"621",0,"A video interview where Rahul has been questioned https://t.co/hEMrkddp2g","neutral"
"622",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Una, Himachal Pradesh. #AbHogaNyay https://t.co/9GIgv8uByq","neutral"
"623",0,"@RahulGandhi Why is this happening ? Were they pushed off by Indian government ? Were they exausted by Indian polit… https://t.co/KdQkZm3eUa","neutral"
"624",0,"@prashant_nehru @WithCongress @narendramodi @RahulGandhi @INCIndia you guys are so paranoid, you come up with diffe… https://t.co/kbMCbP1FXc","neutral"
"625",-1,"RT @GoaFront: PM Modi showed his sympathy towards the issue of Mining in Goa.
#GoaMining #RestartGoaMining #savegoamining @PMOIndia @narend…","negative"
"626",-1,"@rssurjewala @RahulGandhi @htTweets @sunetrac Mr Surje, do u have any problem with Haryana Khangress?? Why didn’t u… https://t.co/pAsfMvxfIR","negative"
"627",0,"RT @Shehzad_Ind: Hua toh Hua is the real face of ""Nyay"" that @RahulGandhi &amp; his family can offer to us...remember this always","neutral"
"628",-1,"1984 Sikh killings was not a ""riot"" but was pre-planned murder by @INCIndia , Kamalnath, Jagdish Titler and yes… https://t.co/fXSbxRQHLM","negative"
"629",0,"@ndtv Well said @RahulGandhi. Now will @narendramodi own up to his misdeeds of 2002?","neutral"
"630",0,"@_sabanaqvi Because he too is fed up of @RahulGandhi","neutral"
"631",1,"@Sanjeev82349875 @SachinR92336665 @INCIndia @RahulGandhi Lier Pappu.. Not a single sentence true against honest Mod… https://t.co/IdpkaIax6U","positive"
"632",1,"RT @VishakhCherian: Believe it or not, we had @PMOIndia in the past, who gave respect &amp; took respect, talked &amp; dreamt of Future, believed i…","positive"
"633",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"634",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"635",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"636",1,"@RahulGandhi Oh .O..O..!!Who is obsessed with whom? Last one year you led a blitzkrieg against him “chowkidar chor… https://t.co/iOyMNEdRlP","positive"
"637",0,"@Poojamadan17 @SureshK89551417 @RahulGandhi Ha ha ha..... We have to think about this matter..... And then vote to… https://t.co/uDxXaTfRvK","neutral"
"638",0,"RT @BJPsoldIndia: @RahulGandhi are you really up for this election? I don't think so EVMS are replaced in mass all over the country, I m co…","neutral"
"639",1,"@sampitroda You forgot to say Rajiv also blessed us with @SoniaGandhi_FC, @RahulGandhi, @priyankagandhi, not to mention your own good self.","positive"
"640",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"641",0,"@INCMumbai @RahulGandhi With the kind of international market waves n trends, start-ups in India could hv initiated… https://t.co/Bl0UzBg9T2","neutral"
"642",-1,"RT @htTweets: #HTExclusive | “Mr. Modi has been stuck in the past”, says Congress President @RahulGandhi in an exclusive interview with HT'…","negative"
"643",0,"RT @MyFellowIndians: After Sam Pitroda's remarks on 1984 Riots, @RahulGandhi asked him to apologise.

After #SadhviPragya's Remarks on #hem…","neutral"
"644",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"645",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"646",-1,"RT @htTweets: #HTExclusive | “The truth is, that anger is his and is harming only Mr (Narendra) Modi”, says Congress President @RahulGandhi…","negative"
"647",0,"RT @JavedAliJamada1: 3 lakh #GoaMining dependents waiting for upcoming hearing which is scheduled on April 15. Restart #GoaMining Immediate…","neutral"
"648",0,"@sunetrac So how was this experience?? Would you vote for him or Modi?? https://t.co/mmJxoXUNxr","neutral"
"649",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"650",0,"@SaritaSapphire @irobertvadra @rssurjewala @INCIndia @RahulGandhi @priyankagandhi @narendramodi @AmitShah @BJP4India To whom ?","neutral"
"651",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Una, Himachal Pradesh. #AbHogaNyay https://t.co/9GIgv8uByq","neutral"
"652",0,"@RahulGandhi @INCIndia @rssurjewala @narendramodi @AmitShah: There is nothing “unhealthy obsession” in PM Modi’s ex… https://t.co/Arn3UXxUCx","neutral"
"653",0,"Thanks to these creatives for their follows 
@ToolTrackers @heathwriter 
@AllardVegelien @darcypak 
@ComelloLynn… https://t.co/8UAoMe56I9","neutral"
"654",0,"@rssurjewala @RahulGandhi @htTweets @sunetrac Bcz u people looted India....","neutral"
"655",1,"@suritweetstoday @rajeev_mp @RahulGandhi At that rate, what about Golden suit with name engraved in golden threads,… https://t.co/Q8dxehjIJ5","positive"
"656",0,"sanjukta RahulGandhi What's stopping the journalists? Case is in the court, right? Also what about rajiv gandhis st… https://t.co/xcx0nOwjm2","neutral"
"657",0,"RT @htTweets: @RahulGandhi Gandhi slams #SamPitroda for his ‘hua toh hua’ remark over 1984 riots

https://t.co/2WwIXv1lSm https://t.co/hxun…","neutral"
"658",0,"RT @Rakeshk77518960: NPS go back
#ops come back
@PMOIndia @RahulGandhi @priyankagandhi @nitin_gadkari @NitishKumar @yadavakhilesh @Mayawati…","neutral"
"659",0,"@_pallavighosh PallaviPidi, why don't you apologize and pit an end to this, on behalf of @RahulGandhi ?","neutral"
"660",0,"@RahulGandhi is Absolutely spot on. 
Sam Pitroda should stop creating controversies for headlines and then spending… https://t.co/VJcCABCuyq","neutral"
"661",0,"RT @SwamiGeetika: @RahulGandhi More arrogance you and your congress men show, more resolute people of India will become to make BJP VICTORI…","neutral"
"662",1,"RT @VishakhCherian: Those who still admire this guy, should come out of India &amp; National Media to know who he really is. He divided India &amp;…","positive"
"663",-1,"He is nervous https://t.co/lw29sr5NUU","negative"
"664",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"665",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"666",0,"RT @HartoshSinghBal: manmohan singh apologised on behalf of the government never the party, sonia gandhi has never apologised, @RahulGandhi…","neutral"
"667",0,"@AmarUjalaNews @sampitroda @INCIndia @RahulGandhi Congress party shrank into a Christian dominated party after the death of Indira Gandhi.","neutral"
"668",0,"RT @DrGPradhan: Island booked for PM

Can @RahulGandhi tell ppl if Navy was his father personal property and the choppers &amp; Ships were his…","neutral"
"669",2,"RT @nagma_morarji: Shri Rajiv Gandhi was given a clean chit by Delhi HC, Mr Modi. He led an honorable life &amp; died a martyr's death. For BJP…","positive"
"670",-1,"RT @PrabhatPathak_: A cold war begins within paramilitary forces: IPS and cadre officers fight over financial upgrade https://t.co/wZjpVI1d…","negative"
"671",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"672",0,"I think @RahulGandhi is forgetting that he accepted in a more loud &amp; clear words in his interview with Arnab in 201… https://t.co/PKs9gxVndz","neutral"
"673",0,"@RahulGandhi No distraction. Gandhi family from Italy who has ruled India so many years must QUIT INDIA now. This f… https://t.co/SN7tRfLs4I","neutral"
"674",0,"RT @tinucherian: . @RahulGandhi 's interview over PM @narendramodi 's on HT front page. 
Is the media catching up on where the wind is blow…","neutral"
"675",0,"@AnjumINC @BhavikaKapoor5 @khushsundar @ReallySwara @sardesairajdeep @narendramodi @RahulGandhi @iamsunnydeol… https://t.co/ndoMu8rC6J","neutral"
"676",-2,"RT @khushsundar: 1984 riots shouldn’t have happened..the pain will remain forever..the scars will never go away. #SoniaGandhiji #Dr.MMS @Ra…","negative"
"677",0,"RT @DrGPradhan: Island booked for PM

Can @RahulGandhi tell ppl if Navy was his father personal property and the choppers &amp; Ships were his…","neutral"
"678",-1,"@RahulGandhi What a funny man.. 🤣😂","negative"
"679",0,"RT @beindiya: BBC News | Narendra Modi 'allowed' Gujarat 2002 anti-Muslim riots - https://t.co/0WVz6XguuG CAN MODI or BJP answer about this…","neutral"
"680",1,"RT @NPDay: Exclusive: Don’t appreciate this nonsense, says @RahulGandhi of @sampitroda 1984 Sikh riots remark. Gandhi said he will personal…","positive"
"681",-2,"@RahulGandhi R u crazy or r u fool","negative"
"682",-1,"RT @timesofindia: #LokSabhaElections2019
#ElectionsWithTimes 

Modi hates my family, I will repay him with love: @RahulGandhi 

Read: https…","negative"
"683",1,"RT @RahulGandhi: 115 election rallies in 60 days. Its been a long election campaign! 

Across 🇮🇳 the energy &amp; enthusiasm of the crowds we a…","positive"
"684",0,"RT @RahulGandhi: Here’s a link to my recent interview with NDTV’s Sreenivasan Jain. 

https://t.co/xe6g6ZnfmC https://t.co/xCkvdEkmON","neutral"
"685",0,"RT @JavedAliJamada1: When you have the vision of “Make in India”… How the vision of “Make in State”.. vanished… lets first make the domesti…","neutral"
"686",0,"RT @RahulGandhi: Here’s the link to my interview with CNN18’s Arun Singh &amp; Pallavi Ghosh.

Ps. When will Modi Ji stop doing over produced,…","neutral"
"687",-1,"RT @balbir59: India needs  @narendramodi who is selfless leader and serves the nation and not fake @RahulGandhi  and you @sampitroda to fur…","negative"
"688",-1,"RT @INCIndia: Someone please ask Mr. Modi to do one of these press conferences, because it is looking really terrible on him. He doesn't ha…","negative"
"689",0,"RT @RahulGandhi: Remembering Gurudev #RabindranathTagore ji on his birth anniversary. https://t.co/GoUljCdmuQ","neutral"
"690",1,"RT @RahulGandhi: Greetings &amp; best wishes to all my brothers &amp; sisters in Karnataka on  #BasavaJayanti https://t.co/3LrFFgHfTx","positive"
"691",0,"RT @RahulGandhi: Across India, it’s not just young people who are coming out in large numbers to vote for NYAY; older more experienced vote…","neutral"
"692",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"693",0,"@tomar_sk @vrbonam @INCIndia @RahulGandhi @sampitroda Gandhis are pure evil dynasty couldn’t be called martyrs , th… https://t.co/ZVTYybImLU","neutral"
"694",0,"RT @Shehzad_Ind: Hua toh Hua is the real face of ""Nyay"" that @RahulGandhi &amp; his family can offer to us...remember this always","neutral"
"695",2,"RT @i_theindian: @RahulGandhi PM Natendra Modi promised to clean up the Ganges river in his 2014 election run.

Today, 4,400 Olympic-sized…","positive"
"696",-1,"@News18India @RahulGandhi It's a conspiracy","negative"
"697",0,"@RahulGandhi Really","neutral"
"698",0,"@The_veenaD @RahulGandhi If this true then pedect !!! Else Good Joke.... aur ek please. Do you have any base for th… https://t.co/3CCqiN44Lc","neutral"
"699",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"700",0,"RT @MyFellowIndians: After Sam Pitroda's remarks on 1984 Riots, @RahulGandhi asked him to apologise.

After #SadhviPragya's Remarks on #hem…","neutral"
"701",0,"RT @Supriya23bh: Cong Prez @RahulGandhi :
I think what Sam Pitrodaji said is completely out of line and he should apologise for it. I think…","neutral"
"702",0,"@BhavikaKapoor5 @INCIndia @RahulGandhi I completely agree with you &amp; think the same but I think the EVM will be tam… https://t.co/H3Lf9WDSnx","neutral"
"703",0,"RT @RahulGandhi: Remembering Gurudev #RabindranathTagore ji on his birth anniversary. https://t.co/GoUljCdmuQ","neutral"
"704",1,"RT @JavedAliJamada1: Mining cannot be allowed to become a seasonal business. Ensure sustainable livelihood for all mining dependents #LetsS…","positive"
"705",1,"@tusharcosmoo_g @RahulGandhi India is not suitable for them and both of them even not fit for Democracy because of Dynasty mindset.","positive"
"706",0,"RT @times_of_rahul: Whatsapp status of @RahulGandhi:

#RahulKiJhoothFactory https://t.co/rhLQB5rdyg","neutral"
