"","score","text","polarity"
"539",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"540",1,"RT @MrsGandhi: Likening PM @narendramodi with his father, Sunil Shastri said that PM Modi was working exactly like his father, raising the…","positive"
"541",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"542",0,"@rose_k01 @narendramodi Adopted &amp; ADVANCED:
Effective adoption ;
@narendramodi adopted Jayapur to develop, and the… https://t.co/LxNZl1TGh8","neutral"
"543",0,"@pradeepkunche @Ram_Guha @AatishTaseer @TIME @narendramodi He seems to be the only one trying to promote his book.… https://t.co/LUthSDXyC3","neutral"
"544",0,"RT @Indiamining: India is able to channelize its strength, nothing can stop it from growing expeditiously. #Mining @makeinindia @transform_…","neutral"
"545",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"546",1,"RT @Shehzad_Ind: Just met an 85year old @narendramodi supporter who rode on a moped for 6days and about 1500km from Amravati to Delhi via v…","positive"
"547",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"548",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"549",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"550",2,"@onegotie @UN @PMOIndia @SushmaSwaraj @narendramodi You don't need to thank me !!! I wish things work out !!","positive"
"551",0,"@STopinion @narendramodi What is the use of such foreign policies if he is dividing his own people within India ? https://t.co/d3ZazEMd5u","neutral"
"552",0,"RT @ClifaA: @Indiamining @makeinindia @transform_ind @ficci_india @NITIAayog @startupindia @mygovindia @rashtrapatibhvn @narendramodi @FinM…","neutral"
"553",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"554",0,"RT @William64272214: @Indiamining @makeinindia @transform_ind @ficci_india @NITIAayog @startupindia @mygovindia @rashtrapatibhvn @narendram…","neutral"
"555",0,"RT @RoshanKrRai: @GautamGambhir @ArvindKejriwal I feel ashamed to have a PM like @narendramodi https://t.co/8rNSPNhQFD","neutral"
"556",1,"RT @Parikramah: 4. Any appreciation by @TulsiGabbard of @narendramodi's leadership against corruption, economic reform &amp; social justice wit…","positive"
"557",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"558",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"559",0,"RT @suhelnarvekar: @Indiamining @makeinindia @transform_ind @ficci_india @NITIAayog @startupindia @mygovindia @rashtrapatibhvn @narendramod…","neutral"
"560",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"561",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"562",0,"@DependraSingh17 @narendramodi modi is repsonsible for religious polirization in india . he should be kicked out","neutral"
"563",0,"RT @RiaRevealed: Can @BJP4India stop dwelling in the past..?? We aren't in the 70's or 80's.. We are in 2019 Mr @narendramodi rather than t…","neutral"
"564",1,"RT @Parikramah: 1. The rise of Hindu political leaders on the world stage, like @TulsiGabbard and @narendramodi will expose the global Left…","positive"
"565",-1,"RT @DeepakB77751936: Dear MR. PM of INDIA, I respect your knowledge, vision and hard work. In the interest of the Nation do not deny NFU&amp;OG…","negative"
"566",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"567",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"568",0,"@SumannSharrma @narendramodi I want him to do a one on one conversation with RaGa on any National news channel.","neutral"
"569",0,"RT @sikka_harinder: Privileged, honoured to be at historic event, of stone laying ceremony of Swami Narayan Temple at Abu Dhabi just now.…","neutral"
"570",0,"RT @Parikramah: 3. The rise of @TulsiGabbard has seen an unprecedented demonization of Hinduism, political Hindutva and @narendramodi in ma…","neutral"
"571",0,"RT @bainjal: No Rajiv Gandhi ""Party"" On INS Viraat, Says Ex-Commander Of Navy Warship https://t.co/Z0gK4nysRe via @ndtv dear @narendramodi…","neutral"
"572",0,"RT @tinucherian: . @RahulGandhi 's interview over PM @narendramodi 's on HT front page. 
Is the media catching up on where the wind is blow…","neutral"
"573",0,"@narendramodi Good morning","neutral"
"574",0,"@AnjumINC @BhavikaKapoor5 @khushsundar @ReallySwara @sardesairajdeep @narendramodi @RahulGandhi @iamsunnydeol… https://t.co/ndoMu8rC6J","neutral"
"575",0,"@narendramodi guy's who are working in Indian railways his hobby giving bride to govt becz if they are so educated… https://t.co/NrtVAA57JL","neutral"
"576",0,"RT @TimesNow: It reflects Congress' mentality, they have done this for years: PM @narendramodi on Sam Pitroda's remark on 1984 riots. | #Co…","neutral"
"577",0,"RT @Prof_Hariom: In Jammu, Toll Plaza Functional Since Years And Authorities Charging Toll Tax From Lakhs Of People, Including 1000s Devote…","neutral"
"578",0,"RT @Joydas: Hate King @narendramodi on the cover of Time Magazine. What a dishonour.... for the magazine!!! :-( https://t.co/zNNlvMqYfq","neutral"
"579",1,"RT @Praveen_Georgy: Allow free trade...remove mining restrictions...save Karnataka and give us the reason to live. 
#SaveKarnatakaMiningDep…","positive"
"580",0,"RT @ramnikp: @rustagi_ashish @narendramodi @arunjaitley @narendramodi 5 yrs of BJP govt could not show any governance, rather making laws t…","neutral"
"581",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"582",-2,"RT @HarbirSingh_: Again the subcontinent's psychopathically self obsessed whiner-in-chief @AatishTaseer comes out spilling bitter self-sati…","negative"
"583",0,"RT @hi_paresh: While @narendramodi is blabbering lie after lie, here is one undisputed truth 

Modi used Indian Air Force plane for BJP's w…","neutral"
"584",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"585",-1,"RT @MakrandParanspe: Shows how Western media persists in its predictable distortions &amp; prejudices deploying re-Orientalists such a @AatishT…","negative"
"586",1,"@RavinarIN @narendramodi They should work 9-9, 6 days a week, if necessary, in shifts. Their vacations are ridiculo… https://t.co/wGDGbC3jKy","positive"
"587",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"588",-1,"RT @balbir59: India needs  @narendramodi who is selfless leader and serves the nation and not fake @RahulGandhi  and you @sampitroda to fur…","negative"
"589",0,"RT @CTRavi_BJP: Clicked these photos during my visit to Manduadih railway station in Varanasi that has been revamped with the latest facili…","neutral"
"590",0,"How do Indians react to this news because there PM @narendramodi is busy in #MannKiBaat on Sundays? https://t.co/XWa2f6CKZm","neutral"
"591",-1,"RT @divyaspandana: Why won’t @narendramodi make this election about real issues or his achievements, if any? Why won’t he talk about demone…","negative"
"592",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"593",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"594",-2,"RT @HanumanPednekar: We the mining dependents of Karnataka are facing uncertain livelihood.  Why discriminate Karnataka from rest of States…","negative"
"595",0,"RT @Joydas: Hate King @narendramodi on the cover of Time Magazine. What a dishonour.... for the magazine!!! :-( https://t.co/zNNlvMqYfq","neutral"
"596",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"597",-1,"RT @shirodkarchintu: Sir, Your assurances mean, You are not at all bothered about 3 lac Mining dependants who are jobless #GoaMining. #Rest…","negative"
"598",1,"RT @yogi_arwind: It has amazed me all my life how Adi Shankara must have traveled on feet, the length &amp; breadth of erstwhile India few time…","positive"
"599",0,"@Prachi65818364 @narendramodi Welcome, gm","neutral"
"600",0,"RT @ShefVaidya: Never understood why they call @narendramodi Divider-In-Chief, when he has managed to unite Mullahs, Missionaries, Marxists…","neutral"
"601",0,"@WindsOfChange72 @ChakraNews If Mr. @narendramodi_in loses, it will be bcoz of his inefficiency, in No closure To:… https://t.co/nPvJdGRNKc","neutral"
"602",0,"RT @William64272214: Private companies involved in #GoaMining has always been contributing towards strengthening Goan economy. #RestartGoaM…","neutral"
"603",0,"RT @ClifaA: @William64272214 @goacm @narendramodi @mygovindia @ndtv #GoaMining dependents demand #RestartGoaMining","neutral"
"604",0,"If @narendramodi quits, you have not no chance to pick fresh.  You have to compromise.. With one among  the Spoilt,🤐🤐","neutral"
"605",0,"RT @abpnewstv: The latest cover of Time magazine is garnering controversy, as it calls PM Narendra Modi 'India's Divider In Chief'. 

#Nare…","neutral"
"606",0,"RT @ClifaA: @UjwalaSawant3 @goanvarta @sureshpprabhu @BJP4Goa @BJP4India @goacm @GoaFront @Indiamining @VijaiSardesai @BabuAjgaonkar @naren…","neutral"
"607",1,"RT @Parikramah: 6. Global Left's rampant Hinduphobia triggered by progressive leaders like @TulsiGabbard and the Left's alliance with Islam…","positive"
"608",1,"@narendramodi the great divider . divide the whole nation on nationalism and religion bases . its because of modi .","positive"
"609",1,"RT @UjwalaSawant3: Anger &amp; Frustration against BJP, but Congress fails to inspire confidence #GoaMining @GaureeM_TOI #RestartGoaMining #Saw…","positive"
"610",0,"RT @MrsGandhi: Lion King @narendramodi on the cover of TIME Magazine. What an honour.....for the magazine!!! :-)","neutral"
"611",0,"@sagarikaghose @narendramodi @PKotekar @sankrant @Egghead75953770 @TVMohandasPai @Ish_Bhandari @vivekagnihotri… https://t.co/LhTuFm5oLM","neutral"
"612",0,"@asadowaisi @PMOIndia @narendramodi 2002 Gujarat riot was too.
You failed as a CM to protect the citizens. 
#Shame 
#LokSabhaElections2019","neutral"
"613",1,"@rajamalleswar @ncbn @narendramodi 2/2 750crores can you say like this how many years will take to complete this pr… https://t.co/ZF30hKUmY0","positive"
"614",2,"@realDonaldTrump i am happy that trump is not our country  president.

yet we all made mistakes.
@narendramodi","positive"
"615",1,"RT @taqvis: @narendramodi In your speeches you dont mention about employment, increasing price of petrol, smart cities.Only thing is you cr…","positive"
"616",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"617",0,"@FrankBullit67 @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi I hope nobody misse… https://t.co/fAmKT9IdWg","neutral"
"618",0,"@centerofright Just read the cover to know what the world thinks of @narendramodi https://t.co/xk7lN4dLjr","neutral"
"619",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"620",0,"RT @ausnik: @SreeIyer1 @ShefVaidya @Swamy39 @narendramodi  RK Laxman 1987 on Rajiv Gandhi using Navy for holiday!! https://t.co/10N6Jbfmt8","neutral"
"621",-1,"RT @shashanktri0889: #SpiceJet #SG8720 dont know what's happening,  there are 100s of people stuck at nagpur under flight boarded from blr,…","negative"
"622",0,"RT @narendramodi: Campaigned in Azamgarh, Jaunpur and Prayagraj. 

The mood on the ground is overwhelmingly in favour of BJP. People feel o…","neutral"
"623",-2,"RT @narendramodi: She abuses me daily. 

Her party harasses innocent people and loots them. 

Under pressure from her, her administration d…","negative"
"624",0,"RT @tysaa13: @Imamofpeace @narendramodi I'm a Baloch and I agree!
Both, the Western world and the Islamists have incredible hate for him. T…","neutral"
"625",1,"RT @JhaSanjay: Dear @narendramodi : Can you kindly disclose who were the people who traveled with you on your foreign trips ? How often? Wh…","positive"
"626",-1,"RT @Sanju_Verma_: For all those #Modi hating activists, journos,columnists&amp; #TwitterEconomists who were relishing the racist&amp;trashy piece b…","negative"
"627",0,"RT @kapsology: @GautamGambhir @ArvindKejriwal @aap Chal be copy cat.. kuch naya la 

https://t.co/Ct63ySLIFZ","neutral"
"628",0,"@TIME Modi is trying develop all section of society holistically, not divide by cast &amp; religion. @narendramodi  is… https://t.co/G7nNYjqddw","neutral"
"629",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"630",0,"RT @suhelnarvekar: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygovin…","neutral"
"631",-1,"@kunalkamra88 @narendramodi We are ashamed to have Kamra as an Indian","negative"
"632",-1,"Ithuku neenga vetka padanum mithroon @narendramodi
@GautamGambhir I feel ashamed to have @narendramodi as my PM.… https://t.co/uP5RVYErbV","negative"
"633",0,"RT @UjwalaSawant3: #RestartGoaMining 
Mining dependents to request CM to file affidavit in SC to seek changes in the MMDR Act. #GoaMining @…","neutral"
"634",0,"RT @ShefVaidya: Never understood why they call @narendramodi Divider-In-Chief, when he has managed to unite Mullahs, Missionaries, Marxists…","neutral"
"635",0,"RT @UjwalaSawant3: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygovin…","neutral"
"636",0,"RT @William64272214: @Indiamining @DrPramodPSawant @BJP4Goa @BJP4India @narendramodi @sureshpprabhu @rsprasad @PiyushGoyal @GoaFront @mygov…","neutral"
"637",1,"@narendramodi In your speeches you dont mention about employment, increasing price of petrol, smart cities.Only thi… https://t.co/ahEEUyurwP","positive"
"638",-1,"@sagarikaghose @narendramodi Same time magazine described “scamstar PM mms”as the worst performer-dividing is in th… https://t.co/7JILJIL5QY","negative"
"639",2,"@nstomar @BJP4India @BJP4MP @BJPLive @narendramodi best of luck Sir jii","positive"
"640",0,"RT @CydaliaR: Same political party ruling in State as well as Centre then why such delay in decision making w.r.t. to #GoaMining crisis? #R…","neutral"
"641",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"642",0,"@AchalK @larger_picture @rvaidya2000 @narendramodi Lol. Walking always is a part of Sanatan Dharma since time unkno… https://t.co/MIPsBeuBro","neutral"
"643",0,"RT @ShefVaidya: Never understood why they call @narendramodi Divider-In-Chief, when he has managed to unite Mullahs, Missionaries, Marxists…","neutral"
"644",1,"RT @This_is_shruti: ""Would find""??Not yet found???One year was not enough???so many unanswered questions....Please do not try patience of #…","positive"
"645",0,"@Warped_warble @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi And then there a… https://t.co/jyRjlggQB7","neutral"
"646",0,"@JasonUnsworth2 @jetairways @narendramodi Offices all over India are closing one by one.  Where are you dear ?","neutral"
"647",-2,"RT @maliniawasthi: World powers have always wished to see a weak India with a begging bowl.They fear a strong Indian Primeminister! @narend…","negative"
"648",0,"@JhaSanjay @narendramodi Perfect Question,every Indian shall be aware about!!!","neutral"
"649",0,"#DividerInChief @narendramodi : International Media. (Real) 
#DeshKiShaanModi @narendramodi :National Biased Media.… https://t.co/6lqwh3BO4n","neutral"
"650",0,"RT @hiambuj: 5 minutes into the interview @Nidhi bombards the straight question, ""National security or DeMo, Jobs, economy"". &amp; Rebuttal on…","neutral"
"651",0,"RT @narendramodi: Looking forward to addressing rallies in Rohtak (Haryana), Mandi (Himachal Pradesh) and Hoshiarpur (Punjab). Do watch the…","neutral"
"652",-1,"@ncbn @narendramodi You had that capabilities, with this Modi we can't get any imprument to Andhra. He is dumping a… https://t.co/GVUzpboZCy","negative"
"653",1,"RT @SanjayPawaskar3: #goamining  dependents waiting for positive results from 15th April  hearing from  Honourable Supreme Court #RestartGo…","positive"
"654",-2,"RT @narendramodi: In Haryana, Congress brought a very poor culture of corruption and favouritism in governance matters. 

The BJP Governmen…","negative"
"655",0,"RT @JavedAliJamada1: @shirodkarchintu @Indiamining @aroonpurie @sudhirchaudhary @ShereenBhan @ndtvindia @HT_Ed @narendramodi @NITIAayog @Dr…","neutral"
"656",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM @narendramodi’s ‘pure political’ interview with @sudhirchaudhary tonight at 7 PM only on @ZeeNews ht…","negative"
"657",-2,"RT @narendramodi: Didi,

Instead of getting angry at me please address the angers of:

The poor whose money TMC has looted. 

Youngsters wh…","negative"
"658",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"659",-1,"Coming Up:
Mitro, 'Time' magazine wants to kill me. I am gareeb. Please vote for me. Buuu huuuu huuu 😭… https://t.co/E5z0Gt0MbQ","negative"
"660",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"661",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"662",0,"@Atheist_Krishna @narendramodi Why tag PM for everything???

What about MLA, MLC, Mayors, state ministers, Municipa… https://t.co/COCgzulYNG","neutral"
"663",1,"RT @narendramodi: Here is how the people of Bihar showed their support at Ramnagar. 

Bihar does not need lanterns because the NDA Governme…","positive"
"664",0,"RT @drharirammishra: Watch my 𝕀𝕟𝕥𝕖𝕣𝕧𝕚𝕖𝕨  𝕚𝕟 𝕍𝕒𝕒𝕣𝕥𝕒𝕧𝕒𝕝𝕚 ℙ𝕣𝕠𝕘𝕣𝕒𝕞 𝕠𝕗 𝔻.𝔻.ℕ𝕖𝕨𝕤.
In this interview i spoke about the inter relatedness of Sanskr…","neutral"
"665",0,"India’s divider in Chief . Whattay caption for @narendramodi by @TIME","neutral"
"666",0,"@fsgbooks @AatishTaseer @TIME @narendramodi is trying develop all section of society holistically, not divide by ca… https://t.co/Ibkg8RiUfL","neutral"
"667",0,"RT @Indiamining: Governments intervention is requested for an early resumption of #GoaMining operations as the situation at the ground is a…","neutral"
"668",-1,"@narendramodi RG said yesterday there was unemployment, corruption in 2014, jis se Modiji ko ladna tha, he said in… https://t.co/LSsk1IjUqU","negative"
"669",-2,"RT @AmarSinghTweets: I was part of a delegation that went to Mumbai after 26/11 terror attack. The entire city was devastated nothing happe…","negative"
"670",0,"RT @ramnikp: @rustagi_ashish @narendramodi @arunjaitley @narendramodi 5 yrs of BJP govt could not show any governance, rather making laws t…","neutral"
"671",-1,"RT @rustagi_ashish: @narendramodi PM ji your Govt., IBBI, IDBI and NBCC seems to be helpless for JP wishtown resolution. 2 years completed,…","negative"
"672",0,"RT @anujarunsankaw: Hope this assurance also doesn't turn out to be false as other fake assurances given by @BJP4India govt regarding #GoaM…","neutral"
"673",0,"RT @UjwalaSawant3: Assurances by CM for resumption of mining, efforts on
 #GoaMining #RestartGoaMining @DrPramodPSawant @narendramodi https…","neutral"
"674",1,"RT @KaushalyaAmrita: @ShefVaidya @_ankahi @narendramodi Well he divided the Rashtrawadi from Deshdrohi's clearly and now we recognize them…","positive"
"675",-1,"RT @MeraGurgaon: @PMOIndia @narendramodi @swachhbharat swatch Bharat Dum tod raha hai #Gurgaon mai ..! Who will take this shame ?? Near Tau…","negative"
"676",1,"@narendramodi ji was right when he said Rajiv was Holidaying on Naval Ship but only thing is he meant Rajiv Hari Om… https://t.co/5AqBdt0YHd","positive"
"677",-1,"#SpiceJet #SG8720 dont know what's happening,  there are 100s of people stuck at nagpur under flight boarded from b… https://t.co/ZaHdw8iiLs","negative"
"678",0,"RT @shilpamdas: Do we really need Mani Shankar Aiyar when we have Sam Pitroda around?

No one has singlehandedly taken down Rahul’s campaig…","neutral"
"679",0,"RT @narsinha_g: Government should think of lakhs of livelihood affected due to #Goamining ban @Dr pramod sawant@PMOIndi@narendramodi","neutral"
"680",0,"RT @Joydas: Hate King @narendramodi on the cover of Time Magazine. What a dishonour.... for the magazine!!! :-( https://t.co/zNNlvMqYfq","neutral"
"681",1,"RT @Shehzad_Ind: Sam Pitroda : My Hindi is not good ! I couldn't translate Bura ! I meant jo hua bura hua!

Gujarat elections2017 all over…","positive"
"682",-2,"RT @jijonelly_IBT: Time Magazine stoops to paint Indian Prime Minister Narendra Modi as a cave man who does the bidding of the ignorant mob…","negative"
"683",-1,"myogiadityanath narendramodi Plz look into the problems faced by the home buyers of amrapali builder in noida and g… https://t.co/HfpZck5rZd","negative"
"684",1,"RT @UjwalaSawant3: #GoaMining people seek appropriate steps from the state government for early hearing of the matter in the #SupremeCourt…","positive"
"685",0,"RT @boseudayan: Initially @narendramodi was cautious in not attacking Gandhis, Vadras, Chidambaram and the eco system that they had built.…","neutral"
"686",-2,"@bsesdelhi Do not give me new complaint number on my mobile 19051100250 at 5.07 am.

I already have complaint no 19… https://t.co/3mvkNJriW6","negative"
"687",0,"Could Arithmetic Force Modi And Rahul To Team Up? https://t.co/vRCRWYe5hH @narendramodi @BJP4India @RahulGandhi","neutral"
"688",1,"RT @Shehzad_Ind: Sam Pitroda : My Hindi is not good ! I couldn't translate Bura ! I meant jo hua bura hua!

Gujarat elections2017 all over…","positive"
"689",2,"RT @HindustaniTweet: My freinds cute daughter Kimaya wants @narendramodi Govt. back again. It is amazing how PM modi connects with young ki…","positive"
"690",0,"RT @bhvishwa06: KISAAN SAMMAN SCHEME : THANK YOU MODI ji .I have been credited with SECOND INSTALLMENT 2000 RS in the span of almost a MONT…","neutral"
"691",0,"RT @ClifaA: @UjwalaSawant3 @narendramodi @DrPramodPSawant @BJP4Goa @BJP4India @rashtrapatibhvn @smritiirani @Dev_Fadnavis @rajnathsingh we…","neutral"
"692",0,"RT @ShefVaidya: Never understood why they call @narendramodi Divider-In-Chief, when he has managed to unite Mullahs, Missionaries, Marxists…","neutral"
"693",-2,"RT @HarbirSingh_: Again the subcontinent's psychopathically self obsessed whiner-in-chief @AatishTaseer comes out spilling bitter self-sati…","negative"
"694",0,"@narendramodi @smritiirani Sir, regarding about the Gujarat riots which took place during your govt. So many innoce… https://t.co/65h5HDqcSz","neutral"
"695",1,"RT @ramsantoshreddy: Dear @RahulGandhi you have one hot news to point out our current PM @narendramodi ji..
Ask him about the current situa…","positive"
"696",0,"RT @JavedAliJamada1: @Indiamining @narendramodi @mygovindia @rashtrapatibhvn @BJP4India @INCIndia We are heading to Delhi. Restart #GoaMini…","neutral"
"697",1,"RT @yogi_arwind: It has amazed me all my life how Adi Shankara must have traveled on feet, the length &amp; breadth of erstwhile India few time…","positive"
"698",0,"@maidros78 I'll believe it if @narendramodi removes @arunjaitley from law and has Vadra arrested.

Nothing will hap… https://t.co/w3mlIpkCg8","neutral"
"699",0,"*INSVirat*  
""Yes, there was misuse, I don't think I would have reported it if I didn't think it was improper.Senio… https://t.co/CN1Qf6Kmxr","neutral"
"700",0,"RT @ProfSRK: @sagenaradamuni @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @DheerajGbc @Harvansh_Batra @VictoryForNamo…","neutral"
"701",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"702",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"703",0,"RT @ProfSRK: @sagenaradamuni @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @DheerajGbc @Harvansh_Batra @VictoryForNamo…","neutral"
"704",-2,"RT @HarbirSingh_: Again the subcontinent's psychopathically self obsessed whiner-in-chief @AatishTaseer comes out spilling bitter self-sati…","negative"
"705",2,"RT @Aravind_KU: @anuraagmuskaan @theRAW25 @time is having tough times selling. How do we make money - #mudsling the 2 most loved leaders on…","positive"
"706",0,"RT @ssjoshssjosh: Save #GoaMining 
@DrPramodPSawant @BJP4Delhi @BJP4Goa @BJP4India @nstomar @NSawaikar @shripadynaik @narendramodi @AmitSha…","neutral"
"707",0,"@saurabhmishra_1 @Payal_Rohatgi @narendramodi Modi the privatization,self centred(#noemployment)","neutral"
"708",1,"RT @KDhavlikar: #GoaMining people seek appropriate steps from the state government for early hearing of the matter in the Supreme Court bef…","positive"
"709",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"710",0,"RT @suhelnarvekar: Uncertainty looming large over the commencement of mining activities in Goa. 
#GoaMining #RestartGoaMining @goacm @GoaFr…","neutral"
"711",0,"RT @love1lovealls: 'Hua so hua': #PMModi #NarendraModi #modicrushespak slams #Congress's Sam Pitroda for 1984 anti-Sikh #riots remarks
#Con…","neutral"
"712",0,"Thank you !!
For memories thath moment mam @smritiirani
It means a lot 
@AmitShah
@narendramodi 
#ModiAgain2019 https://t.co/wvzdJK8MTT","neutral"
"713",0,"RT @ssjoshssjosh: @narendramodi @DrPramodPSawant @AmitShah @nstomar @rsprasad @nitin_gadkari  @sureshpprabhu @BJP4India @arunjaitley 
Thank…","neutral"
"714",0,"RT @Afrina_123: @ssjoshssjosh @suhelnarvekar @narendramodi @DrPramodPSawant @AmitShah @nstomar @rsprasad @nitin_gadkari @sureshpprabhu @BJP…","neutral"
"715",-2,"RT @AnkitaPrabhuga2: Restart #GoaMining immediately if we lose our jobs, it will be difficult for us and our families to survive.@goacm @Dr…","negative"
"716",-1,"RT @suhelnarvekar: Resolve the #GoaMining crisis that have hit us due to closure. #RestartGoaMining @DrPramodPSawant @BJP4Goa @BJP4India @g…","negative"
"717",0,"RT @Indiamining: #GoaMining have tried everything but not seen any concrete steps from PM @narendramodi or his government towards resolving…","neutral"
"718",-3,"RT @ShobhaBJP: Look at this shameless #Congress leader #AnandSharma virtually justifying the gross misuse of #INSVirat!!

PM Sri @narendram…","negative"
"719",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"720",1,"@PiyushGoyal @narendramodi India means Modi Jhi where no alternative choice. It's time to choose Modi Jhi again for our great Hindustan.","positive"
"721",0,"RT @RiseofBurnol: AAZAADI

I can clearly see the pain &amp; grief of this muslim brothers &amp; sisters

If not in the holy month of #Ramadan when…","neutral"
"722",0,"@narendramodi @AmitShah BJP will form govt at the centre with thumbing majority.Modi will fulfill his dream, India a developed nation.","neutral"
"723",0,"RT @radiowithpause1: @ChapKewani @AmbVPrakash @INCIndia @narendramodi @RahulGandhi I was asked for 7 lacs in 2009 to meet Pappu.. just meet…","neutral"
"724",0,"RT @EconomicTimes: #TimeMagazine calls @narendramodi 'India's Divider in Chief' in its international edition https://t.co/lVTDmGAsV5","neutral"
"725",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
